inv_numb,node,x,y,w,h,neighbors
inv-0005,"(19, 1)",391,747,34,12,"[(19, 0), (19, 2)]"
inv-0005,"(19, 2)",462,746,75,13,"[(19, 1), (19, 3)]"
inv-0005,"(19, 3)",725,746,48,12,"[(19, 2), (19, 4)]"
inv-0005,"(19, 4)",852,746,31,12,"[(19, 3), (19, 5)]"
inv-0005,"(19, 5)",925,745,58,12,"[(19, 4), (19, 6)]"
inv-0005,"(19, 6)",1061,745,59,11,"[(19, 5)]"
inv-0005,"(20, 0)",191,771,32,12,"[(19, 0), (21, 0)]"
inv-0005,"(21, 0)",54,794,309,16,"[(20, 0), (22, 0), (21, 1)]"
inv-0005,"(21, 1)",391,794,34,11,"[(21, 0), (21, 2)]"
inv-0005,"(21, 2)",465,794,67,11,"[(21, 1), (21, 3)]"
inv-0005,"(21, 3)",730,792,48,12,"[(21, 2), (21, 4)]"
inv-0005,"(21, 4)",852,792,31,12,"[(21, 3), (21, 5)]"
inv-0005,"(21, 5)",931,791,51,12,"[(21, 4), (21, 6)]"
inv-0005,"(21, 6)",1066,791,57,12,"[(21, 5)]"
inv-0005,"(22, 0)",167,815,80,12,"[(21, 0), (23, 0)]"
inv-0005,"(23, 0)",54,840,309,17,"[(22, 0), (24, 0), (23, 1)]"
inv-0005,"(23, 1)",391,840,34,12,"[(23, 0), (23, 2)]"
inv-0005,"(23, 2)",466,840,66,12,"[(23, 1), (23, 3)]"
inv-0005,"(23, 3)",725,839,57,12,"[(23, 2), (23, 4)]"
inv-0005,"(23, 4)",852,838,31,12,"[(23, 3), (23, 5)]"
inv-0005,"(23, 5)",932,837,50,12,"[(23, 4), (23, 6)]"
inv-0005,"(23, 6)",1065,837,56,12,"[(23, 5)]"
inv-0005,"(24, 0)",167,862,80,12,"[(23, 0), (25, 0)]"
inv-0005,"(25, 0)",54,890,39,17,"[(24, 0), (26, 0), (25, 1)]"
inv-0005,"(25, 1)",165,889,58,15,"[(26, 1), (25, 0)]"
inv-0005,"(25, 2)",961,886,156,18,"[(26, 2)]"
inv-0005,"(26, 0)",54,920,52,15,"[(25, 0), (27, 0), (26, 1)]"
inv-0005,"(26, 1)",165,919,69,15,"[(25, 1), (26, 0)]"
inv-0005,"(26, 2)",961,909,97,16,"[(25, 2)]"
inv-0005,"(27, 0)",54,948,704,21,"[(26, 0), (28, 0)]"
inv-0005,"(28, 0)",51,997,354,35,"[(27, 0), (29, 0)]"
inv-0005,"(29, 0)",235,1039,55,12,"[(28, 0), (30, 0), (29, 1)]"
inv-0005,"(29, 1)",344,1038,40,13,"[(29, 0)]"
inv-0005,"(30, 0)",51,1083,74,15,"[(29, 0), (31, 0)]"
inv-0005,"(31, 0)",234,1104,56,12,"[(30, 0), (31, 1)]"
inv-0005,"(31, 1)",344,1104,39,12,"[(31, 0)]"
inv-0005,"(32, 0)",100,1598,440,46,"[(33, 0), (32, 1)]"
inv-0005,"(32, 1)",556,1582,417,117,"[(32, 0), (32, 2)]"
inv-0005,"(32, 2)",1189,1596,6,8,"[(32, 1)]"
inv-0005,"(33, 0)",958,421,118,15,"[(32, 0)]"
inv-0006,"(0, 0)",1188,65,481,10,"[(1, 0)]"
inv-0006,"(1, 0)",1228,77,441,11,"[(0, 0), (2, 0)]"
inv-0006,"(2, 0)",59,90,519,23,"[(1, 0), (3, 0)]"
inv-0006,"(3, 0)",59,122,241,21,"[(2, 0), (4, 0)]"
inv-0006,"(4, 0)",56,150,498,13,"[(3, 0), (5, 0)]"
inv-0006,"(5, 0)",54,168,402,13,"[(4, 0), (6, 0)]"
inv-0006,"(6, 0)",55,186,268,13,"[(5, 0), (7, 0)]"
inv-0006,"(7, 0)",55,204,226,13,"[(6, 0), (8, 0)]"
inv-0006,"(8, 0)",54,222,722,15,"[(7, 0), (9, 0)]"
inv-0006,"(9, 0)",54,241,258,13,"[(8, 0), (10, 0)]"
inv-0006,"(10, 0)",54,259,189,12,"[(9, 0), (11, 0)]"
inv-0006,"(11, 0)",53,277,339,13,"[(10, 0), (12, 0)]"
inv-0006,"(12, 0)",53,295,279,12,"[(11, 0), (13, 0)]"
inv-0006,"(13, 0)",53,312,314,13,"[(12, 0), (14, 0)]"
inv-0006,"(14, 0)",53,330,507,14,"[(13, 0), (15, 0)]"
inv-0006,"(15, 0)",52,384,327,28,"[(14, 0), (16, 0), (15, 1)]"
inv-0006,"(15, 1)",400,385,55,27,"[(16, 1), (15, 0), (15, 2)]"
inv-0006,"(15, 2)",521,359,65,28,"[(16, 2), (15, 1), (15, 3)]"
inv-0006,"(15, 3)",655,379,47,42,"[(16, 3), (15, 2), (15, 4)]"
inv-0006,"(15, 4)",728,379,82,42,"[(16, 4), (15, 3), (15, 5)]"
inv-0006,"(15, 5)",826,356,101,86,"[(16, 5), (15, 4), (15, 6)]"
inv-0006,"(15, 6)",959,372,40,57,"[(16, 6), (15, 5), (15, 7)]"
inv-0006,"(15, 7)",1021,388,64,24,"[(16, 7), (15, 6), (15, 8)]"
inv-0006,"(15, 8)",1098,380,95,43,"[(16, 8), (15, 7), (15, 9)]"
inv-0006,"(15, 9)",1209,365,117,71,"[(16, 9), (15, 8), (15, 10)]"
inv-0006,"(15, 10)",1352,362,138,28,"[(16, 10), (15, 9), (15, 11)]"
inv-0006,"(15, 11)",1514,381,150,43,"[(16, 11), (15, 10)]"
inv-0006,"(16, 0)",215,455,3,8,"[(15, 0), (17, 0), (16, 1)]"
inv-0006,"(16, 1)",424,455,11,8,"[(15, 1), (17, 1), (16, 0), (16, 2)]"
inv-0006,"(16, 2)",495,455,6,9,"[(15, 2), (17, 2), (16, 1), (16, 3)]"
inv-0006,"(16, 3)",577,456,11,8,"[(15, 3), (17, 3), (16, 2), (16, 4)]"
inv-0006,"(16, 4)",676,456,5,8,"[(15, 4), (17, 4), (16, 3), (16, 5)]"
inv-0006,"(16, 5)",767,457,5,8,"[(15, 5), (17, 5), (16, 4), (16, 6)]"
inv-0006,"(16, 6)",877,457,6,8,"[(15, 6), (17, 6), (16, 5), (16, 7)]"
inv-0006,"(16, 7)",976,457,5,8,"[(15, 7), (17, 7), (16, 6), (16, 8)]"
inv-0006,"(16, 8)",1051,457,5,9,"[(15, 8), (17, 8), (16, 7), (16, 9)]"
inv-0006,"(16, 9)",1145,458,6,8,"[(15, 9), (17, 9), (16, 8), (16, 10)]"
inv-0006,"(16, 10)",1265,458,6,8,"[(15, 10), (16, 9), (16, 11)]"
inv-0006,"(16, 11)",1366,458,11,9,"[(15, 11), (16, 10), (16, 12)]"
inv-0006,"(16, 12)",1450,459,17,8,"[(16, 11), (16, 13)]"
inv-0006,"(16, 13)",1583,459,9,8,"[(16, 12)]"
inv-0006,"(17, 0)",51,471,294,12,"[(16, 0), (18, 0), (17, 1)]"
inv-0006,"(17, 1)",473,472,19,10,"[(16, 1), (17, 0), (17, 2)]"
inv-0006,"(17, 2)",531,475,7,7,"[(16, 2), (17, 1), (17, 3)]"
inv-0006,"(17, 3)",660,473,58,10,"[(16, 3), (17, 2), (17, 4)]"
inv-0006,"(17, 4)",783,473,32,10,"[(16, 4), (17, 3), (17, 5)]"
inv-0006,"(17, 5)",880,474,57,9,"[(16, 5), (17, 4), (17, 6)]"
inv-0006,"(17, 6)",950,474,64,11,"[(16, 6), (17, 5), (17, 7)]"
inv-0006,"(17, 7)",1041,474,25,10,"[(16, 7), (17, 6), (17, 8)]"
inv-0006,"(17, 8)",1146,475,55,9,"[(16, 8), (17, 7), (17, 9)]"
inv-0006,"(17, 9)",1272,475,58,10,"[(16, 9), (17, 8)]"
inv-0006,"(18, 0)",50,487,239,11,"[(17, 0), (19, 0)]"
inv-0006,"(19, 0)",51,504,100,10,"[(18, 0), (20, 0)]"
inv-0006,"(19, 1)",880,507,57,10,"[(20, 1), (19, 2)]"
inv-0006,"(19, 2)",1010,508,8,9,"[(20, 2), (19, 1), (19, 3)]"
inv-0006,"(19, 3)",1146,508,54,10,"[(20, 3), (19, 2), (19, 4)]"
inv-0006,"(19, 4)",1272,509,58,9,"[(20, 4), (19, 3)]"
inv-0006,"(20, 0)",50,540,192,28,"[(19, 0), (21, 0), (20, 1)]"
inv-0006,"(20, 1)",345,530,190,40,"[(19, 1), (21, 1), (20, 0), (20, 2)]"
inv-0006,"(20, 2)",656,542,193,28,"[(19, 2), (21, 2), (20, 1), (20, 3)]"
inv-0006,"(20, 3)",943,538,32,34,"[(19, 3), (21, 3), (20, 2), (20, 4)]"
inv-0006,"(20, 4)",1030,559,80,10,"[(19, 4), (20, 3)]"
inv-0006,"(21, 0)",349,573,43,9,"[(20, 0), (22, 0), (21, 1)]"
inv-0006,"(21, 1)",536,574,34,9,"[(20, 1), (22, 1), (21, 0)]"
inv-0006,"(21, 2)",924,575,43,10,"[(20, 2), (21, 3)]"
inv-0006,"(21, 3)",1107,576,34,9,"[(20, 3), (21, 2)]"
inv-0006,"(22, 0)",451,593,196,10,"[(21, 0), (23, 0)]"
inv-0006,"(22, 1)",1026,595,186,10,"[(21, 1)]"
inv-0006,"(23, 0)",49,610,219,12,"[(22, 0), (24, 0)]"
inv-0006,"(24, 0)",49,628,193,10,"[(23, 0), (25, 0)]"
inv-0006,"(25, 0)",348,643,43,9,"[(24, 0), (26, 0), (25, 1)]"
inv-0006,"(25, 1)",536,643,33,10,"[(25, 0), (25, 2)]"
inv-0006,"(25, 2)",866,645,209,9,"[(25, 1)]"
inv-0006,"(26, 0)",859,657,226,9,"[(25, 0), (27, 0)]"
inv-0006,"(27, 0)",489,422,19,9,"[(26, 0), (28, 0), (27, 1)]"
inv-0006,"(27, 1)",535,407,95,40,"[(28, 1), (27, 0)]"
inv-0006,"(28, 0)",1339,415,61,26,"[(27, 0), (28, 1)]"
inv-0006,"(28, 1)",1415,417,86,23,"[(27, 1), (28, 0)]"
inv-0007,"(0, 0)",239,83,765,18,"[(1, 0)]"
inv-0007,"(1, 0)",244,101,764,19,"[(0, 0), (2, 0)]"
inv-0007,"(2, 0)",312,120,624,18,"[(1, 0), (3, 0)]"
inv-0007,"(3, 0)",493,156,261,15,"[(2, 0), (4, 0)]"
inv-0007,"(4, 0)",71,201,473,19,"[(3, 0), (5, 0), (4, 1)]"
inv-0007,"(4, 1)",614,205,36,14,"[(5, 1), (4, 0), (4, 2)]"
inv-0007,"(4, 2)",704,206,95,14,"[(5, 2), (4, 1)]"
inv-0007,"(5, 0)",71,223,70,15,"[(4, 0), (6, 0)]"
inv-0007,"(5, 1)",614,231,53,14,"[(4, 1), (5, 2)]"
inv-0007,"(5, 2)",705,232,211,15,"[(4, 2), (5, 1)]"
inv-0007,"(6, 0)",69,248,119,15,"[(5, 0), (7, 0)]"
inv-0007,"(7, 0)",71,270,166,16,"[(6, 0), (8, 0), (7, 1)]"
inv-0007,"(7, 1)",344,272,150,15,"[(7, 0), (7, 2)]"
inv-0007,"(7, 2)",614,274,53,14,"[(7, 1), (7, 3)]"
inv-0007,"(7, 3)",704,275,212,15,"[(7, 2)]"
inv-0007,"(8, 0)",70,296,403,19,"[(7, 0), (9, 0)]"
inv-0007,"(9, 0)",77,319,214,16,"[(8, 0), (10, 0)]"
inv-0007,"(10, 0)",69,344,84,14,"[(9, 0), (11, 0)]"
inv-0007,"(11, 0)",73,405,580,30,"[(10, 0), (12, 0)]"
inv-0007,"(12, 0)",70,475,96,17,"[(11, 0), (13, 0), (12, 1)]"
inv-0007,"(12, 1)",253,476,858,22,"[(12, 0)]"
inv-0007,"(13, 0)",252,499,635,20,"[(12, 0), (14, 0)]"
inv-0007,"(14, 0)",70,548,100,18,"[(13, 0), (15, 0), (14, 1)]"
inv-0007,"(14, 1)",253,550,909,22,"[(14, 0)]"
inv-0007,"(15, 0)",253,573,199,18,"[(14, 0), (16, 0)]"
inv-0007,"(16, 0)",70,617,108,18,"[(15, 0), (17, 0), (16, 1)]"
inv-0007,"(16, 1)",252,619,899,22,"[(16, 0)]"
inv-0007,"(17, 0)",251,642,398,20,"[(16, 0), (18, 0)]"
inv-0007,"(18, 0)",68,681,71,17,"[(17, 0), (19, 0), (18, 1)]"
inv-0007,"(18, 1)",253,682,600,20,"[(19, 1), (18, 0)]"
inv-0007,"(19, 0)",85,715,19,14,"[(18, 0), (20, 0), (19, 1)]"
inv-0007,"(19, 1)",146,716,77,18,"[(18, 1), (20, 1), (19, 0), (19, 2)]"
inv-0007,"(19, 2)",384,718,235,19,"[(20, 2), (19, 1), (19, 3)]"
inv-0007,"(19, 3)",772,720,63,14,"[(20, 3), (19, 2), (19, 4)]"
inv-0007,"(19, 4)",865,720,23,17,"[(20, 4), (19, 3), (19, 5)]"
inv-0007,"(19, 5)",946,721,45,17,"[(20, 5), (19, 4), (19, 6)]"
inv-0007,"(19, 6)",1074,721,61,18,"[(19, 5)]"
inv-0007,"(20, 0)",91,740,4,10,"[(19, 0), (21, 0), (20, 1)]"
inv-0007,"(20, 1)",250,741,420,16,"[(19, 1), (20, 0), (20, 2)]"
inv-0007,"(20, 2)",808,745,36,11,"[(19, 2), (20, 1), (20, 3)]"
inv-0007,"(20, 3)",852,748,8,8,"[(19, 3), (20, 2), (20, 4)]"
inv-0007,"(20, 4)",988,745,37,12,"[(19, 4), (20, 3), (20, 5)]"
inv-0007,"(20, 5)",1109,746,66,11,"[(19, 5), (20, 4)]"
inv-0007,"(21, 0)",250,759,194,13,"[(20, 0), (22, 0)]"
inv-0007,"(22, 0)",964,797,53,14,"[(21, 0), (23, 0), (22, 1)]"
inv-0007,"(22, 1)",1090,798,83,17,"[(23, 1), (22, 0)]"
inv-0007,"(23, 0)",856,823,167,17,"[(22, 0), (24, 0), (23, 1)]"
inv-0007,"(23, 1)",1091,824,82,17,"[(22, 1), (24, 1), (23, 0)]"
inv-0007,"(24, 0)",878,849,138,14,"[(23, 0), (25, 0), (24, 1)]"
inv-0007,"(24, 1)",1090,850,83,17,"[(23, 1), (24, 0)]"
inv-0007,"(25, 0)",69,869,419,23,"[(24, 0), (26, 0)]"
inv-0007,"(26, 0)",68,896,494,21,"[(25, 0), (27, 0)]"
inv-0007,"(27, 0)",69,970,359,218,"[(26, 0), (27, 1)]"
inv-0007,"(27, 1)",599,1002,127,62,"[(28, 1), (27, 0), (27, 2)]"
inv-0007,"(27, 2)",967,977,119,14,"[(27, 1)]"
inv-0007,"(28, 0)",22,1578,201,165,"[(29, 0)]"
inv-0007,"(28, 1)",586,1304,357,309,"[(27, 1), (28, 2)]"
inv-0007,"(28, 2)",990,1346,142,133,"[(28, 1)]"
inv-0007,"(29, 0)",898,1001,273,155,"[(28, 0), (30, 0)]"
inv-0007,"(30, 0)",580,1069,38,80,"[(29, 0), (30, 1)]"
inv-0007,"(30, 1)",669,1073,57,80,"[(30, 0)]"
inv-0008,"(0, 0)",413,93,399,50,"[(1, 0)]"
inv-0008,"(1, 0)",539,154,146,19,"[(0, 0), (2, 0)]"
inv-0008,"(2, 0)",91,180,87,15,"[(1, 0), (3, 0)]"
inv-0008,"(2, 1)",984,187,143,18,[]
inv-0008,"(3, 0)",89,227,1043,90,"[(2, 0), (4, 0)]"
inv-0008,"(4, 0)",89,316,1043,45,"[(3, 0), (5, 0)]"
inv-0008,"(5, 0)",90,375,945,44,"[(4, 0), (6, 0)]"
inv-0008,"(6, 0)",90,430,1007,41,"[(5, 0), (7, 0)]"
inv-0008,"(7, 0)",89,493,346,20,"[(6, 0), (8, 0)]"
inv-0008,"(8, 0)",194,557,260,16,"[(7, 0), (9, 0), (8, 1)]"
inv-0008,"(8, 1)",572,560,112,15,"[(9, 1), (8, 0), (8, 2)]"
inv-0008,"(8, 2)",701,561,90,12,"[(9, 2), (8, 1), (8, 3)]"
inv-0008,"(8, 3)",931,562,70,12,"[(9, 3), (8, 2)]"
inv-0008,"(9, 0)",104,596,434,34,"[(8, 0), (10, 0), (9, 1)]"
inv-0008,"(9, 1)",624,613,8,8,"[(8, 1), (9, 0), (9, 2)]"
inv-0008,"(9, 2)",715,611,60,11,"[(8, 2), (9, 1), (9, 3)]"
inv-0008,"(9, 3)",901,593,130,16,"[(8, 3), (9, 2)]"
inv-0008,"(10, 0)",871,630,189,15,"[(9, 0), (11, 0)]"
inv-0008,"(11, 0)",89,671,347,21,"[(10, 0), (12, 0)]"
inv-0008,"(12, 0)",193,730,261,16,"[(11, 0), (13, 0), (12, 1)]"
inv-0008,"(12, 1)",572,733,112,15,"[(13, 1), (12, 0), (12, 2)]"
inv-0008,"(12, 2)",700,734,90,12,"[(13, 2), (12, 1), (12, 3)]"
inv-0008,"(12, 3)",931,736,69,12,"[(13, 3), (12, 2)]"
inv-0008,"(13, 0)",104,767,434,33,"[(12, 0), (14, 0), (13, 1)]"
inv-0008,"(13, 1)",623,784,8,8,"[(12, 1), (13, 0), (13, 2)]"
inv-0008,"(13, 2)",715,781,60,12,"[(12, 2), (13, 1), (13, 3)]"
inv-0008,"(13, 3)",901,764,129,16,"[(12, 3), (13, 2)]"
inv-0008,"(14, 0)",871,801,189,15,"[(13, 0), (15, 0)]"
inv-0008,"(15, 0)",88,840,644,23,"[(14, 0), (16, 0)]"
inv-0008,"(16, 0)",743,863,36,18,"[(15, 0), (17, 0), (16, 1)]"
inv-0008,"(16, 1)",823,863,36,22,"[(17, 1), (16, 0)]"
inv-0008,"(17, 0)",88,914,696,46,"[(16, 0), (18, 0), (17, 1)]"
inv-0008,"(17, 1)",846,889,11,7,"[(16, 1), (17, 0)]"
inv-0008,"(18, 0)",87,990,644,21,"[(17, 0), (19, 0)]"
inv-0008,"(19, 0)",87,1015,412,21,"[(18, 0), (20, 0)]"
inv-0008,"(20, 0)",87,1066,677,23,"[(19, 0), (21, 0)]"
inv-0008,"(21, 0)",87,1113,622,23,"[(20, 0), (22, 0), (21, 1)]"
inv-0008,"(21, 1)",789,1120,42,5,"[(22, 1), (21, 0)]"
inv-0008,"(22, 0)",87,1138,618,23,"[(21, 0), (23, 0), (22, 1)]"
inv-0008,"(22, 1)",792,1149,44,6,"[(21, 1), (22, 0)]"
inv-0008,"(23, 0)",86,1187,715,24,"[(22, 0), (24, 0)]"
inv-0008,"(24, 0)",144,1248,333,355,"[(23, 0), (25, 0), (24, 1)]"
inv-0008,"(24, 1)",241,1259,25,15,"[(24, 0), (24, 2)]"
inv-0008,"(24, 2)",509,1396,47,20,"[(24, 1), (24, 3)]"
inv-0008,"(24, 3)",818,1338,303,276,"[(24, 2), (24, 4)]"
inv-0008,"(24, 4)",899,1265,123,17,"[(24, 3)]"
inv-0008,"(25, 0)",141,270,931,46,"[(24, 0)]"
inv-0009,"(0, 0)",940,168,128,16,"[(1, 0)]"
inv-0009,"(1, 0)",940,186,167,16,"[(0, 0), (2, 0)]"
inv-0009,"(2, 0)",940,203,246,16,"[(1, 0), (3, 0)]"
inv-0009,"(3, 0)",360,227,634,20,"[(2, 0), (4, 0)]"
inv-0009,"(4, 0)",563,264,203,15,"[(3, 0), (5, 0)]"
inv-0009,"(5, 0)",158,319,236,15,"[(4, 0), (6, 0)]"
inv-0009,"(6, 0)",158,340,203,15,"[(5, 0), (7, 0), (6, 1)]"
inv-0009,"(6, 1)",431,339,137,16,"[(6, 0), (6, 2)]"
inv-0009,"(6, 2)",724,338,129,13,"[(6, 1), (6, 3)]"
inv-0009,"(6, 3)",959,336,116,13,"[(6, 2)]"
inv-0009,"(7, 0)",158,361,220,14,"[(6, 0), (8, 0)]"
inv-0009,"(8, 0)",157,382,309,17,"[(7, 0), (9, 0)]"
inv-0009,"(9, 0)",158,404,311,16,"[(8, 0), (10, 0), (9, 1)]"
inv-0009,"(9, 1)",755,403,4,11,"[(9, 0)]"
inv-0009,"(10, 0)",158,437,405,15,"[(9, 0), (11, 0)]"
inv-0009,"(11, 0)",158,457,343,16,"[(10, 0), (12, 0)]"
inv-0009,"(12, 0)",158,480,66,12,"[(11, 0), (13, 0)]"
inv-0009,"(12, 1)",608,478,103,13,"[(13, 1), (12, 2)]"
inv-0009,"(12, 2)",859,476,142,19,"[(12, 1)]"
inv-0009,"(13, 0)",158,500,387,17,"[(12, 0), (14, 0), (13, 1)]"
inv-0009,"(13, 1)",735,497,252,17,"[(12, 1), (14, 1), (13, 0)]"
inv-0009,"(14, 0)",158,522,364,16,"[(13, 0), (15, 0), (14, 1)]"
inv-0009,"(14, 1)",657,521,191,15,"[(13, 1), (14, 0)]"
inv-0009,"(15, 0)",158,552,327,15,"[(14, 0), (16, 0)]"
inv-0009,"(16, 0)",158,574,48,14,"[(15, 0), (17, 0), (16, 1)]"
inv-0009,"(16, 1)",221,574,82,14,"[(17, 1), (16, 0), (16, 2)]"
inv-0009,"(16, 2)",313,574,106,15,"[(17, 2), (16, 1), (16, 3)]"
inv-0009,"(16, 3)",454,573,85,15,"[(17, 3), (16, 2), (16, 4)]"
inv-0009,"(16, 4)",553,573,107,15,"[(17, 4), (16, 3), (16, 5)]"
inv-0009,"(16, 5)",683,572,47,15,"[(17, 5), (16, 4), (16, 6)]"
inv-0009,"(16, 6)",766,572,84,14,"[(16, 5), (16, 7)]"
inv-0009,"(16, 7)",860,571,107,16,"[(16, 6), (16, 8)]"
inv-0009,"(16, 8)",978,571,84,14,"[(16, 7), (16, 9)]"
inv-0009,"(16, 9)",1082,570,107,15,"[(16, 8)]"
inv-0009,"(17, 0)",205,596,6,12,"[(16, 0), (18, 0), (17, 1)]"
inv-0009,"(17, 1)",246,595,34,13,"[(16, 1), (18, 1), (17, 0), (17, 2)]"
inv-0009,"(17, 2)",375,595,71,12,"[(16, 2), (18, 2), (17, 1), (17, 3)]"
inv-0009,"(17, 3)",750,594,8,12,"[(16, 3), (18, 3), (17, 2), (17, 4)]"
inv-0009,"(17, 4)",792,593,34,13,"[(16, 4), (18, 4), (17, 3), (17, 5)]"
inv-0009,"(17, 5)",922,592,48,13,"[(16, 5), (18, 5), (17, 4)]"
inv-0009,"(18, 0)",205,617,6,12,"[(17, 0), (19, 0), (18, 1)]"
inv-0009,"(18, 1)",246,616,34,13,"[(17, 1), (19, 1), (18, 0), (18, 2)]"
inv-0009,"(18, 2)",384,616,62,12,"[(17, 2), (19, 2), (18, 1), (18, 3)]"
inv-0009,"(18, 3)",750,615,8,12,"[(17, 3), (19, 3), (18, 2), (18, 4)]"
inv-0009,"(18, 4)",792,614,34,13,"[(17, 4), (19, 4), (18, 3), (18, 5)]"
inv-0009,"(18, 5)",900,613,70,13,"[(17, 5), (19, 5), (18, 4)]"
inv-0009,"(19, 0)",205,638,8,12,"[(18, 0), (20, 0), (19, 1)]"
inv-0009,"(19, 1)",246,637,34,13,"[(18, 1), (20, 1), (19, 0), (19, 2)]"
inv-0009,"(19, 2)",376,637,70,13,"[(18, 2), (20, 2), (19, 1), (19, 3)]"
inv-0009,"(19, 3)",750,636,8,12,"[(18, 3), (20, 3), (19, 2), (19, 4)]"
inv-0009,"(19, 4)",792,636,34,12,"[(18, 4), (20, 4), (19, 3), (19, 5)]"
inv-0009,"(19, 5)",900,635,70,12,"[(18, 5), (20, 5), (19, 4)]"
inv-0009,"(20, 0)",205,659,8,12,"[(19, 0), (21, 0), (20, 1)]"
inv-0009,"(20, 1)",246,659,34,12,"[(19, 1), (21, 1), (20, 0), (20, 2)]"
inv-0009,"(20, 2)",384,658,62,13,"[(19, 2), (21, 2), (20, 1), (20, 3)]"
inv-0009,"(20, 3)",750,657,8,12,"[(19, 3), (21, 3), (20, 2), (20, 4)]"
inv-0009,"(20, 4)",792,657,34,12,"[(19, 4), (21, 4), (20, 3), (20, 5)]"
inv-0009,"(20, 5)",922,656,49,12,"[(19, 5), (21, 5), (20, 4)]"
inv-0009,"(21, 0)",205,680,8,12,"[(20, 0), (22, 0), (21, 1)]"
inv-0009,"(21, 1)",246,680,34,12,"[(20, 1), (22, 1), (21, 0), (21, 2)]"
inv-0009,"(21, 2)",384,680,62,12,"[(20, 2), (22, 2), (21, 1), (21, 3)]"
inv-0009,"(21, 3)",750,678,8,13,"[(20, 3), (22, 3), (21, 2), (21, 4)]"
inv-0009,"(21, 4)",792,678,34,13,"[(20, 4), (22, 4), (21, 3), (21, 5)]"
inv-0009,"(21, 5)",900,677,71,13,"[(20, 5), (22, 5), (21, 4)]"
inv-0009,"(22, 0)",205,702,8,11,"[(21, 0), (23, 0), (22, 1)]"
inv-0009,"(22, 1)",247,701,33,13,"[(21, 1), (23, 1), (22, 0), (22, 2)]"
inv-0009,"(22, 2)",376,701,70,12,"[(21, 2), (23, 2), (22, 1), (22, 3)]"
inv-0009,"(22, 3)",750,700,8,12,"[(21, 3), (23, 3), (22, 2), (22, 4)]"
inv-0009,"(22, 4)",792,699,35,13,"[(21, 4), (23, 4), (22, 3), (22, 5)]"
inv-0009,"(22, 5)",909,698,62,13,"[(21, 5), (23, 5), (22, 4)]"
inv-0009,"(23, 0)",205,723,8,12,"[(22, 0), (24, 0), (23, 1)]"
inv-0009,"(23, 1)",247,722,34,13,"[(22, 1), (24, 1), (23, 0), (23, 2)]"
inv-0009,"(23, 2)",385,722,61,13,"[(22, 2), (24, 2), (23, 1), (23, 3)]"
inv-0009,"(23, 3)",742,721,16,13,"[(22, 3), (24, 3), (23, 2), (23, 4)]"
inv-0009,"(23, 4)",792,721,35,12,"[(22, 4), (24, 4), (23, 3), (23, 5)]"
inv-0009,"(23, 5)",901,719,70,14,"[(22, 5), (24, 5), (23, 4)]"
inv-0009,"(24, 0)",204,744,9,12,"[(23, 0), (25, 0), (24, 1)]"
inv-0009,"(24, 1)",247,744,34,13,"[(23, 1), (25, 1), (24, 0), (24, 2)]"
inv-0009,"(24, 2)",376,744,70,12,"[(23, 2), (25, 2), (24, 1), (24, 3)]"
inv-0009,"(24, 3)",742,742,16,13,"[(23, 3), (25, 3), (24, 2), (24, 4)]"
inv-0009,"(24, 4)",792,742,35,13,"[(23, 4), (25, 4), (24, 3), (24, 5)]"
inv-0009,"(24, 5)",910,741,61,13,"[(23, 5), (25, 5), (24, 4)]"
inv-0009,"(25, 0)",205,766,8,12,"[(24, 0), (26, 0), (25, 1)]"
inv-0009,"(25, 1)",247,766,34,12,"[(24, 1), (26, 1), (25, 0), (25, 2)]"
inv-0009,"(25, 2)",385,765,62,13,"[(24, 2), (26, 2), (25, 1), (25, 3)]"
inv-0009,"(25, 3)",742,764,15,12,"[(24, 3), (26, 3), (25, 2), (25, 4)]"
inv-0009,"(25, 4)",792,763,35,13,"[(24, 4), (26, 4), (25, 3), (25, 5)]"
inv-0009,"(25, 5)",901,763,70,12,"[(24, 5), (26, 5), (25, 4)]"
inv-0009,"(26, 0)",206,787,8,12,"[(25, 0), (27, 0), (26, 1)]"
inv-0009,"(26, 1)",247,787,34,12,"[(25, 1), (27, 1), (26, 0), (26, 2)]"
inv-0009,"(26, 2)",376,786,71,13,"[(25, 2), (27, 2), (26, 1), (26, 3)]"
inv-0009,"(26, 3)",742,785,15,13,"[(25, 3), (27, 3), (26, 2), (26, 4)]"
inv-0009,"(26, 4)",792,785,35,13,"[(25, 4), (27, 4), (26, 3), (26, 5)]"
inv-0009,"(26, 5)",910,784,61,13,"[(25, 5), (27, 5), (26, 4)]"
inv-0009,"(27, 0)",206,808,8,12,"[(26, 0), (28, 0), (27, 1)]"
inv-0009,"(27, 1)",247,808,34,12,"[(26, 1), (28, 1), (27, 0), (27, 2)]"
inv-0009,"(27, 2)",398,808,49,12,"[(26, 2), (28, 2), (27, 1), (27, 3)]"
inv-0009,"(27, 3)",742,807,15,12,"[(26, 3), (28, 3), (27, 2), (27, 4)]"
inv-0009,"(27, 4)",793,807,34,12,"[(26, 4), (28, 4), (27, 3), (27, 5)]"
inv-0009,"(27, 5)",923,805,48,13,"[(26, 5), (28, 5), (27, 4)]"
inv-0009,"(28, 0)",206,830,8,12,"[(27, 0), (29, 0), (28, 1)]"
